標題,網址 
Re: [問卦] 有沒有台灣大學機械工程研究所的八卦,https://www.ptt.cc/bbs/Gossiping/M.1325098694.A.0D1.html
[爆卦] 元旦初夢,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E8%A9%A9%E4%BA%BA%E5%90%B3%E6%99%9F%EF%B8%B0%E8%AE%93%E9%A6%AC%E4%B8%8B%E5%8F%B0&#43;%E6%89%8D%E6%9C%83%E7%9C%9F%E6%AD%A3%E5%8F%8D%E7%9C%81
[公告] 八卦板聚報名截止通知,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Abll135
[公告] 重要公告(選前十日民調相關禁止事項),https://www.ptt.cc/bbs/Gossiping/M.1325344867.A.055.html
[公告] 賭盤將於今日PM10:00停止下注,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E8%B7%A8%E5%B9%B4%E5%A4%9C%E9%AC%A7%E6%9D%BF
Re: [爆卦] 郭正亮被文西電爆,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Alouisman
[公告] 八卦板主徵選,https://www.ptt.cc/bbs/Gossiping/M.1325346013.A.051.html
[公告] 版主徵選報名截止時間,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E8%B7%A8%E5%B9%B4%E5%A4%9C%E8%B3%80%E6%96%B0%E5%B9%B4%E6%B4%BB%E5%8B%95
[Live] 2012大選開票置底文,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Amorrischen2
[公告] 選前勿發祭品文,https://www.ptt.cc/bbs/Gossiping/M.1325350012.A.DE2.html
[公告] 八卦開票祭品之夜活動!!(四點開始),https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E8%B7%A8%E5%B9%B4%E5%A4%9C%E8%B3%80%E6%96%B0%E5%B9%B4%E6%B4%BB%E5%8B%95%E8%99%95%E7%90%86%E6%BA%96%E5%89%87
2012總統、副總統暨立法委員,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Amorrischen2
[爆卦] 2008立委 VS 2012立委,https://www.ptt.cc/bbs/Gossiping/M.1325356258.A.66D.html
[公告] Gossiping 賭盤開獎,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E5%8F%B0%E7%81%A3%E5%A4%A7%E5%AD%B8%E6%A9%9F%E6%A2%B0%E5%B7%A5%E7%A8%8B%E7%A0%94%E7%A9%B6%E6%89%80%E7%9A%84%E5%85%AB%E5%8D%A6
page,138
[爆卦] 立委當選名單,https://www.ptt.cc/bbs/Gossiping/M.1326551429.A.726.html
[公告] 板主參選人korking52013退選,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E7%AB%8B%E5%A7%94%E7%95%B6%E9%81%B8%E5%90%8D%E5%96%AE
[公告] 板聚順利完成 感謝各位參與,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Avincent7977
Re: [問卦] 2012台灣選舉證明了什麼?(有八卦篇),https://www.ptt.cc/bbs/Gossiping/M.1326553198.A.B11.html
Re: [問卦] 2012台灣選舉證明了什麼?(有八卦篇),https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%9D%BF%E4%B8%BB%E5%8F%83%E9%81%B8%E4%BA%BAkorking52013%E9%80%80%E9%81%B8
Re: [問卦] 2012台灣選舉證明了什麼?(有八卦篇),https://www.ptt.cc/bbs/Gossiping/search?q=author%3AKay731
Re: [問卦] 2012台灣選舉證明了什麼?(有八卦篇),https://www.ptt.cc/bbs/Gossiping/M.1326614364.A.9B5.html
[公告] 八卦板板規（2012.1.16）,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%9D%BF%E8%81%9A%E9%A0%86%E5%88%A9%E5%AE%8C%E6%88%90&#43;%E6%84%9F%E8%AC%9D%E5%90%84%E4%BD%8D%E5%8F%83%E8%88%87
[公告] 1月16日八卦板板規修訂說明,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AKay731
[公告] 八卦板聚溢收款處理及水桶公告,https://www.ptt.cc/bbs/Gossiping/M.1326633718.A.0F6.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;2012%E5%8F%B0%E7%81%A3%E9%81%B8%E8%88%89%E8%AD%89%E6%98%8E%E4%BA%86%E4%BB%80%E9%BA%BC%3F%28%E6%9C%89%E5%85%AB%E5%8D%A6%E7%AF%87%29
[公告] 八卦板主投票,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aedisonmimi
[爆卦] 多位藝人小小卦,https://www.ptt.cc/bbs/Gossiping/M.1326634700.A.3B5.html
[公告] 板主投票-請各位踴躍參與,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;2012%E5%8F%B0%E7%81%A3%E9%81%B8%E8%88%89%E8%AD%89%E6%98%8E%E4%BA%86%E4%BB%80%E9%BA%BC%3F%28%E6%9C%89%E5%85%AB%E5%8D%A6%E7%AF%87%29
[Gossiping] 看板 選情報導,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Asaypiecex
Fw: [申請] 板主請辭,https://www.ptt.cc/bbs/Gossiping/M.1326634712.A.9CA.html
[公告] 新板主mews上任,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;2012%E5%8F%B0%E7%81%A3%E9%81%B8%E8%88%89%E8%AD%89%E6%98%8E%E4%BA%86%E4%BB%80%E9%BA%BC%3F%28%E6%9C%89%E5%85%AB%E5%8D%A6%E7%AF%87%29
Re: [問卦] 有沒有台灣科技業不長進的八卦,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Achuhao
Re: [問卦] 有沒有版路的八卦(小西斯),https://www.ptt.cc/bbs/Gossiping/M.1326636332.A.D5A.html
[公告] 八卦板主徵選,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;2012%E5%8F%B0%E7%81%A3%E9%81%B8%E8%88%89%E8%AD%89%E6%98%8E%E4%BA%86%E4%BB%80%E9%BA%BC%3F%28%E6%9C%89%E5%85%AB%E5%8D%A6%E7%AF%87%29
page,139
Re: [問卦] 有沒有安養院照顧品質的八卦??,https://www.ptt.cc/bbs/Gossiping/M.1328182057.A.D9F.html
Re: [問卦] &#34;生技新貴&#34;越來越夯??,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E5%AE%89%E9%A4%8A%E9%99%A2%E7%85%A7%E9%A1%A7%E5%93%81%E8%B3%AA%E7%9A%84%E5%85%AB%E5%8D%A6%3F%3F
Re: [新聞] 心臟科醫師離職多  民眾難看診,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aaidao
Re: [問卦] 有沒有禮儀公司的八卦？,https://www.ptt.cc/bbs/Gossiping/M.1328444284.A.F0A.html
[公告] 八卦板主投票,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%22%E7%94%9F%E6%8A%80%E6%96%B0%E8%B2%B4%22%E8%B6%8A%E4%BE%86%E8%B6%8A%E5%A4%AF%3F%3F
[Gossiping] 看板 選情報導,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Atimezone
Re: [問卦] 有沒有金磚的八卦,https://www.ptt.cc/bbs/Gossiping/M.1328451989.A.850.html
[公告] 新板主 Beef 上任,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E5%BF%83%E8%87%9F%E7%A7%91%E9%86%AB%E5%B8%AB%E9%9B%A2%E8%81%B7%E5%A4%9A&#43;&#43;%E6%B0%91%E7%9C%BE%E9%9B%A3%E7%9C%8B%E8%A8%BA
Re: [問卦] 有沒有慈濟引人詬病地方的掛,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AO800080123
Re: [問卦] 鳳飛飛到底是誰啊?,https://www.ptt.cc/bbs/Gossiping/M.1328532193.A.56D.html
Re: [新聞] 醫師低薪時代來臨 開刀40分僅賺500多,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E7%A6%AE%E5%84%80%E5%85%AC%E5%8F%B8%E7%9A%84%E5%85%AB%E5%8D%A6%EF%BC%9F
Re: [新聞] 警察只會泡茶 派出所成茶藝館？ 警車倒車撞,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aterop
Re: [新聞] 警察只會泡茶 派出所成茶藝館？ 警車倒車撞,https://www.ptt.cc/bbs/Gossiping/M.1328547208.A.A71.html
Re: [新聞] 警察只會泡茶 派出所成茶藝館？ 警車倒車撞,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E5%85%AB%E5%8D%A6%E6%9D%BF%E4%B8%BB%E6%8A%95%E7%A5%A8
Re: [問卦] 有沒有英國在歐盟很沒存在感的八卦?,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Alouisman
[公告] 關鍵字鬧板,https://www.ptt.cc/bbs/Gossiping/M.1328979387.A.50C.html
Re: [問卦] 有沒有找到出名工作就是人生勝利組的八卦,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5BGossiping%5D&#43;%E7%9C%8B%E6%9D%BF&#43;%E9%81%B8%E6%83%85%E5%A0%B1%E5%B0%8E
Fw: [情報] 史上最邪惡台商，104徵才中。,https://www.ptt.cc/bbs/Gossiping/M.1329017718.A.295.html
Re: [問卦] 雞腿便當49元????,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E9%87%91%E7%A3%9A%E7%9A%84%E5%85%AB%E5%8D%A6
Re: [新聞] 台豬也毒　藍委批豬農：上什麼街啊！,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aredguard
page,140
Re: [問卦] 有沒有馬雅人棄城的八卦?,https://www.ptt.cc/bbs/Gossiping/M.1331660754.A.7AD.html
Re: [新聞] 金山分局賞朱立倫巴掌。北二都3/18大會師,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E9%A6%AC%E9%9B%85%E4%BA%BA%E6%A3%84%E5%9F%8E%E7%9A%84%E5%85%AB%E5%8D%A6%3F
Re: [問卦] 有沒有台灣親日的八卦,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Amayaman
Re: [新聞] 餵玉米 美牛吃到腸子都掉出來了,https://www.ptt.cc/bbs/Gossiping/M.1331729095.A.BC4.html
Re: [問卦] 有沒有竹科和清大交大都要設在新竹的八卦,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E9%87%91%E5%B1%B1%E5%88%86%E5%B1%80%E8%B3%9E%E6%9C%B1%E7%AB%8B%E5%80%AB%E5%B7%B4%E6%8E%8C%E3%80%82%E5%8C%97%E4%BA%8C%E9%83%BD3%2F18%E5%A4%A7%E6%9C%83%E5%B8%AB
Re: [新聞] 看診打盹遭處分 八旬醫告主任,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aanhbclbe
Re: [爆卦] 錢穆遺孀去世了,https://www.ptt.cc/bbs/Gossiping/M.1331740697.A.CC0.html
Re: [新聞] 文林苑事件／學生觀點：三方小錯造成悲劇,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E5%8F%B0%E7%81%A3%E8%A6%AA%E6%97%A5%E7%9A%84%E5%85%AB%E5%8D%A6
[公告] 愚人節特別活動-廢文大賽,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AO800080123
[廢文] 醫判賠3341萬 神經外科強烈反彈,https://www.ptt.cc/bbs/Gossiping/M.1331814670.A.865.html
[廢文] [新聞] 台大批踢踢廢文日 記者恐慌沒稿,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E9%A4%B5%E7%8E%89%E7%B1%B3&#43;%E7%BE%8E%E7%89%9B%E5%90%83%E5%88%B0%E8%85%B8%E5%AD%90%E9%83%BD%E6%8E%89%E5%87%BA%E4%BE%86%E4%BA%86
[廢文] 我終於在八卦板發廢文了,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Askyprayer
[廢文] 一顆來自歐兔的罐頭-大家好 我是兔子 ,https://www.ptt.cc/bbs/Gossiping/M.1331915407.A.8AA.html
Ending,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E7%AB%B9%E7%A7%91%E5%92%8C%E6%B8%85%E5%A4%A7%E4%BA%A4%E5%A4%A7%E9%83%BD%E8%A6%81%E8%A8%AD%E5%9C%A8%E6%96%B0%E7%AB%B9%E7%9A%84%E5%85%AB%E5%8D%A6
[公告] 注意！愚人節特別活動 14:40提早結束,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aflyover01
[公告] 關於這次的廢文大賽活動,https://www.ptt.cc/bbs/Gossiping/M.1332837471.A.B52.html
[公告] 水桶  &amp;  發獎事宜,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E7%9C%8B%E8%A8%BA%E6%89%93%E7%9B%B9%E9%81%AD%E8%99%95%E5%88%86&#43;%E5%85%AB%E6%97%AC%E9%86%AB%E5%91%8A%E4%B8%BB%E4%BB%BB
Re: [問卦] 有沒有華人式殭屍的八卦,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AO800080123
Re: [問卦] 國道上莫名的塞車...,https://www.ptt.cc/bbs/Gossiping/M.1332901511.A.324.html
Re: [問卦] 有蔣公崇拜的八卦嗎？,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E9%8C%A2%E7%A9%86%E9%81%BA%E5%AD%80%E5%8E%BB%E4%B8%96%E4%BA%86
page,141
Re: [問卦] 有沒有&#34;&#34;熵&#34;&#34;的八卦?,https://www.ptt.cc/bbs/Gossiping/M.1333787906.A.EF7.html
Re: [新聞] 急診醫生荒 喊40萬月薪找不到人?,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%22%22%E7%86%B5%22%22%E7%9A%84%E5%85%AB%E5%8D%A6%3F
Re: [問卦] 清大跟竹教大合併,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ajfsu
Re: [問卦] 關禁閉的八卦,https://www.ptt.cc/bbs/Gossiping/M.1333880054.A.47F.html
Re: [新聞] 山老鼠橫行宜蘭南山 2000歲神木遭「砍殺」,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E6%80%A5%E8%A8%BA%E9%86%AB%E7%94%9F%E8%8D%92&#43;%E5%96%8A40%E8%90%AC%E6%9C%88%E8%96%AA%E6%89%BE%E4%B8%8D%E5%88%B0%E4%BA%BA%3F
[公告] 特殊符號鬧板,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aaliypan
[問卦] 有沒有考公職 = 沒志氣的八卦?,https://www.ptt.cc/bbs/Gossiping/M.1333899454.A.DB3.html
Re: [問卦] 有沒有核融合科技的八卦？,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%B8%85%E5%A4%A7%E8%B7%9F%E7%AB%B9%E6%95%99%E5%A4%A7%E5%90%88%E4%BD%B5
Re: [新聞] 油電漲物價飆 月光族阿嘉：沒想到這是馬,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ag6m3kimo
Re: [新聞] 愛滋器官誤植案 台大9醫師移送懲戒,https://www.ptt.cc/bbs/Gossiping/M.1333914008.A.0F3.html
Re: [新聞] 愛滋器官誤植案 台大9醫師移送懲戒,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E9%97%9C%E7%A6%81%E9%96%89%E7%9A%84%E5%85%AB%E5%8D%A6
Re: [問卦] 有沒有本願寺的八卦,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Akokone
Re: [問卦] 有沒有毒品的八卦?,https://www.ptt.cc/bbs/Gossiping/M.1334056818.A.6AD.html
Re: [問卦] 專業背景念了9年是不是真的超強?,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E5%B1%B1%E8%80%81%E9%BC%A0%E6%A9%AB%E8%A1%8C%E5%AE%9C%E8%98%AD%E5%8D%97%E5%B1%B1&#43;2000%E6%AD%B2%E7%A5%9E%E6%9C%A8%E9%81%AD%E3%80%8C%E7%A0%8D%E6%AE%BA%E3%80%8D
[爆卦] 高雄組頭設局建仔，用以操控比賽,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Afddjacky
Re: [問卦] 有沒有中國聯考的八卦?,https://www.ptt.cc/bbs/Gossiping/M.1334161697.A.852.html
Re: [問卦] 中華電信HiNet連YouTube慢的真相?,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E7%89%B9%E6%AE%8A%E7%AC%A6%E8%99%9F%E9%AC%A7%E6%9D%BF
Re: [新聞] 獸醫師撞成尿失禁　中友 電梯公司判賠,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AMews
[爆卦] 有沒有上山採藥，事實上盜採牛樟芝的八卦,https://www.ptt.cc/bbs/Gossiping/M.1334280963.A.4CB.html
Re: [新聞] 獸醫師撞成尿失禁　中友 電梯公司判賠,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E8%80%83%E5%85%AC%E8%81%B7&#43;%3D&#43;%E6%B2%92%E5%BF%97%E6%B0%A3%E7%9A%84%E5%85%AB%E5%8D%A6%3F
page,142
Re: [問卦] 金庸是PTT鄉民嗎？,https://www.ptt.cc/bbs/Gossiping/M.1336237168.A.334.html
Re: [問卦] 有沒有港仔很可憐的八卦,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E9%87%91%E5%BA%B8%E6%98%AFPTT%E9%84%89%E6%B0%91%E5%97%8E%EF%BC%9F
[爆卦] 忍不住了!雪隧的消防根本有問題,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Amm13
[公告] 八卦板主徵選,https://www.ptt.cc/bbs/Gossiping/M.1336323285.A.202.html
[爆卦] 內閣傳明將總辭,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E6%B8%AF%E4%BB%94%E5%BE%88%E5%8F%AF%E6%86%90%E7%9A%84%E5%85%AB%E5%8D%A6
Re: [新聞] 葉冠亨同車友人慘死 父求償1億,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Achenglap
Re: [新聞] 「淡定哥」分手 女友氣翻、茶商樂翻,https://www.ptt.cc/bbs/Gossiping/M.1336399399.A.EC3.html
[公告] 八卦板板主投票,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%BF%8D%E4%B8%8D%E4%BD%8F%E4%BA%86%21%E9%9B%AA%E9%9A%A7%E7%9A%84%E6%B6%88%E9%98%B2%E6%A0%B9%E6%9C%AC%E6%9C%89%E5%95%8F%E9%A1%8C
Re: [新聞] 18具斬首屍體棄馬路　墨西哥毒販械鬥手段,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ayuikai
[公告] 八卦板第二十六屆板主選舉選舉公報,https://www.ptt.cc/bbs/Gossiping/M.1336447348.A.933.html
Re: [新聞] 愛文芒果 催熟搶上市(文長可End),https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E5%85%AB%E5%8D%A6%E6%9D%BF%E4%B8%BB%E5%BE%B5%E9%81%B8
[Gossiping] 看板 選情報導,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Alouisman
[爆卦] 公務員兼職費的內幕,https://www.ptt.cc/bbs/Gossiping/M.1336566349.A.64A.html
[公告] 新板主 hateOnas 上任,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%85%A7%E9%96%A3%E5%82%B3%E6%98%8E%E5%B0%87%E7%B8%BD%E8%BE%AD
 [好文] 支持馬總統,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Acatbest
Re: [問卦] 有慈濟骨髓移植的八卦嗎?,https://www.ptt.cc/bbs/Gossiping/M.1336726005.A.92F.html
[爆卦] 台北市府傳說中的第一次,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E8%91%89%E5%86%A0%E4%BA%A8%E5%90%8C%E8%BB%8A%E5%8F%8B%E4%BA%BA%E6%85%98%E6%AD%BB&#43;%E7%88%B6%E6%B1%82%E5%84%9F1%E5%84%84
Re: [新聞] 立院初審通過 高職將走入歷史,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Acasterck
[公告] GossipPicket八卦檢舉板發文限制變更,https://www.ptt.cc/bbs/Gossiping/M.1336790879.A.111.html
[爆卦] 天龍國『滾』字訣揭密,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E3%80%8C%E6%B7%A1%E5%AE%9A%E5%93%A5%E3%80%8D%E5%88%86%E6%89%8B&#43;%E5%A5%B3%E5%8F%8B%E6%B0%A3%E7%BF%BB%E3%80%81%E8%8C%B6%E5%95%86%E6%A8%82%E7%BF%BB
page,143
Re: [問卦] 全世界都聽到奇怪聲音 trumpet sound,https://www.ptt.cc/bbs/Gossiping/M.1338113152.A.0D7.html
Re: [爆卦] 助理的反擊,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E5%85%A8%E4%B8%96%E7%95%8C%E9%83%BD%E8%81%BD%E5%88%B0%E5%A5%87%E6%80%AA%E8%81%B2%E9%9F%B3&#43;trumpet&#43;sound
Re: [新聞] 首位身障領隊導遊 揪團出去玩,https://www.ptt.cc/bbs/Gossiping/search?q=author%3APegasusSeiya
Re: [問卦] 金庸是PTT鄉民嗎？,https://www.ptt.cc/bbs/Gossiping/M.1338204529.A.F9B.html
[公告] 八卦板板規（2012.06.01）,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%8A%A9%E7%90%86%E7%9A%84%E5%8F%8D%E6%93%8A
[公告] 八卦板板規修正部分,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ageorgez
Re: [問卦] 台灣真的沒救了嗎,https://www.ptt.cc/bbs/Gossiping/M.1338437984.A.240.html
Re: [問卦] 糖尿病?,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E9%A6%96%E4%BD%8D%E8%BA%AB%E9%9A%9C%E9%A0%98%E9%9A%8A%E5%B0%8E%E9%81%8A&#43;%E6%8F%AA%E5%9C%98%E5%87%BA%E5%8E%BB%E7%8E%A9
Fw: 不好意思事態緊急，懇請協助,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AOPWaug
Re: 不好意思事態緊急，懇請協助,https://www.ptt.cc/bbs/Gossiping/M.1338559229.A.30F.html
Re: [新聞] 租書店拚轉型  兼賣餐飲求生存,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E9%87%91%E5%BA%B8%E6%98%AFPTT%E9%84%89%E6%B0%91%E5%97%8E%EF%BC%9F
Re: [問卦] 從肛門噴出寄生蟲,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ABRANFORD
Re: [新聞] 核醫廠擬進駐 內科園區員工恐慌,https://www.ptt.cc/bbs/Gossiping/M.1338564284.A.9B1.html
[問卦] 中國49年歷史算台灣人的歷史嗎,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E5%85%AB%E5%8D%A6%E6%9D%BF%E6%9D%BF%E8%A6%8F%EF%BC%882012.06.01%EF%BC%89
[爆卦] 法官果然不能得罪,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AhateOnas
[公告] 停班停課消息請於此篇推文回報,https://www.ptt.cc/bbs/Gossiping/M.1338564685.A.110.html
[爆卦] 基隆下午照常辦公、照常上課。,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E5%85%AB%E5%8D%A6%E6%9D%BF%E6%9D%BF%E8%A6%8F%E4%BF%AE%E6%AD%A3%E9%83%A8%E5%88%86
[爆卦] 新竹巿 今天下午照常辦公、照常上課。,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AhateOnas
Re: [問卦] 有沒有科學至上論的八卦？,https://www.ptt.cc/bbs/Gossiping/M.1338604051.A.DB2.html
Re: [問卦] 正常能量釋放,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E5%8F%B0%E7%81%A3%E7%9C%9F%E7%9A%84%E6%B2%92%E6%95%91%E4%BA%86%E5%97%8E
page,144
[爆卦] 天知道,https://www.ptt.cc/bbs/Gossiping/M.1339599172.A.0C3.html
Re: [問卦] 美婦人范范,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%A4%A9%E7%9F%A5%E9%81%93
Re: [問卦] 有謝哲青的八卦嗎?,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AGHIBLI
Re: [問卦] 外國有冥婚嗎？,https://www.ptt.cc/bbs/Gossiping/M.1339639794.A.7DA.html
Re: [問卦] 外國有冥婚嗎？,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E7%BE%8E%E5%A9%A6%E4%BA%BA%E8%8C%83%E8%8C%83
Re: [新聞] 別傻了！推甄不是這樣玩」大學老師真心話,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aniked
Re: [新聞] 颱風天還登山　李鴻源重話：立刻下山,https://www.ptt.cc/bbs/Gossiping/M.1339862356.A.6EF.html
Re: [新聞] 颱風天還登山　李鴻源重話：立刻下山,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E8%AC%9D%E5%93%B2%E9%9D%92%E7%9A%84%E5%85%AB%E5%8D%A6%E5%97%8E%3F
[爆卦] 下一代iphone外型,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AGossipDog
